Time,ICM_acceleration_x,ICM_acceleration_y,ICM_acceleration_z,ICM_gyroscope_x,ICM_gyroscope_y,ICM_gyroscope_z,ICM_magnetometer_x,ICM_magnetometer_y,ICM_magnetometer_z,BMP_altitude,Kalman_velocity,Kalman_altitude,Kalman_acceleration,State,servo_Throttle,ACS_state,Projected_Apogee,Apogee_Error,Alpha,target_Throttle
1646105164,-7.230489014,2.257732166,2.602497205,-0.658162347,-0.034640124,0.008260337,45,29.1,7.8,457.0570601,186.7478953,450.599907924697,-17.220928201904403,Burnout,-0.8039592289756926,ACS_Active,1716.039583282677,253.03958328267709,0.0,-0.8039592289756926
1646105164,-7.594407666,-0.644040247,-2.810792749,-0.483096492,0.063418072,0.028511486,42.45,35.55,13.95,467.5491872,187.4913866,461.07513860164846,-17.325557296724906,Burnout,-0.8039592289756926,ACS_Active,1716.039583282677,253.03958328267709,0.0,-0.8039592289756926
1646105165,-5.978321545,-0.452504114,-2.691082666,-0.541185314,0.0063951,0.036771823,32.4,42.45,20.25,479.9146619,189.4517282,479.491115287734,-16.316733007051567,Burnout,-0.8039592289756926,ACS_Active,1716.039583282677,253.03958328267709,0.0,-0.8039592289756926
1646105165,-6.87854137,3.457227197,0.672770667,-0.704793282,0.079139359,-0.013323124,18.3,51.15,27.3,489.345691,190.0323438,486.01779785154446,-16.531935124240675,Burnout,-1,ACS_Active,1784.6133023762495,321.6133023762495,0.0,-1
1646105165,-7.242460022,-0.51954176,-4.386177441,-0.718649332,0.044232773,0.024514549,8.85,54,28.95,500.854229,191.198816,495.2814429303342,-16.843612709330795,Burnout,-1,ACS_Active,1784.6133023762495,321.6133023762495,0.0,-1
1646105165,-6.315903979,1.862688892,-1.996764185,-0.684009208,-0.034640124,0.015721287,-9.3,55.65,31.65,509.4146112,190.912707,504.02930027803586,-16.39110464162752,Burnout,-1,ACS_Active,1784.6133023762495,321.6133023762495,0.0,-1
1646105165,-7.096413721,1.508347046,-0.902614026,-0.593944887,0.130833082,-0.010924962,-27.3,55.65,30.45,524.2021848,193.8437691,516.4995484895016,-16.700779481605093,Burnout,-1,ACS_Active,1852.4470685244626,389.44706852446257,0.0,-1
1646105165,-9.938331091,3.782838623,11.52329259,-0.622722836,0.12310567,0.009059725,-43.5,55.8,31.05,535.4566695,195.5601077,528.2160658302872,-18.575497448143558,Burnout,-1,ACS_Active,1852.4470685244626,389.44706852446257,0.0,-1
1646105165,-6.962338428,1.273715283,-0.593762012,-0.443660043,0.091130171,-0.055424198,-61.95,47.7,25.65,545.2378006,196.0476165,538.7361254009849,-17.452315797346735,Burnout,-1,ACS_Active,1852.4470685244626,389.44706852446257,0.0,-1
1646105165,-7.149086157,1.235408057,1.043871924,-0.644839222,0.176131705,0.065016847,-78.45,43.8,21.9,557.1016894,197.3483007,550.086675870103,-17.138715563420025,Burnout,-1,ACS_Active,1921.6467336823912,458.6467336823912,0.0,-1
1646105165,-7.067683301,2.561795776,-0.016759412,-0.679745808,-0.012790199,0.007993875,-88.8,33.6,18.15,570.7693286,199.889099,562.8692594988057,-16.968621286112054,Burnout,-1,ACS_Active,1921.6467336823912,458.6467336823912,0.0,-1
1646105165,-6.016628772,0.639251843,-2.990357874,-0.45511793,0.116444107,0.104186833,-98.85,24.3,10.5,580.4965965,200.568198,573.7635530539885,-16.25406364519771,Burnout,-1,ACS_Active,1921.6467336823912,458.6467336823912,0.0,-1
1646105165,-6.485892297,1.754949817,-2.827552161,-0.467108742,0.021849924,0.06954671,-105.75,15.75,4.8,592.1072519,201.690833,585.1005824440764,-16.27114772317016,Burnout,-1,ACS_Active,2000.3451604315558,537.3451604315558,0.0,-1
1646105165,-6.981492041,2.047042419,-1.666364355,-0.545182252,-0.005595712,0.005862175,-108.3,2.1,-4.2,602.1411841,201.8356043,595.6322534594176,-16.58397074717059,Burnout,-1,ACS_Active,2000.3451604315558,537.3451604315558,0.0,-1
1646105165,-6.212953308,0.134075293,-1.663970154,-0.672551321,0,0.034906586,-106.65,-7.95,-11.7,612.1848871,201.7829105,605.862343653081,-16.228475451247494,Burnout,-1,ACS_Active,2000.3451604315558,537.3451604315558,0.0,-1
1646105165,-5.353434912,0.347159241,2.578555188,-0.588349175,-0.013589587,0.020784074,-101.1,-18,-16.8,621.5372146,201.2612685,615.5499466676085,-15.561476748367003,Burnout,-1,ACS_Active,2026.494847302522,563.494847302522,0.0,-1
1646105165,-5.159504578,0.567425793,-0.12928689,-0.470572755,0.045298623,0.004529862,-89.85,-28.5,-23.7,633.4974512,202.0135096,626.6421144818798,-15.18685037645782,Burnout,-1,ACS_Active,2026.494847302522,563.494847302522,0.0,-1
1646105165,-6.56250675,-0.210689746,-3.191470813,-0.527062802,0.069813172,0.090330784,-82.2,-33.15,-25.95,641.7856309,201.1241218,636.0013223374715,-15.91085886405662,Burnout,-1,ACS_Active,2026.494847302522,563.494847302522,0.0,-1
1646105165,-6.189011292,0.452504114,-1.264138477,-0.409819307,0.032241961,0.11990812,-63.75,-39.3,-29.55,649.8812374,199.5447292,644.579581607076,-15.95657261048826,Burnout,-1,ACS_Active,2038.295797703373,575.295797703373,0.0,-1
1646105165,-5.276820459,1.108515369,1.570596289,-0.490823904,0.000799387,-0.009326187,-46.2,-43.65,-29.25,658.6780752,198.0335264,653.2929298376756,-15.410268768851976,Burnout,-1,ACS_Active,2038.295797703373,575.295797703373,0.0,-1
1646105165,-5.197811804,0.339976636,-2.025494604,-0.432468619,0.147087294,0.017586524,-28.8,-43.05,-29.4,668.6923329,197.5095721,662.8102843366513,-15.152769235336141,Burnout,-1,ACS_Active,2038.295797703373,575.295797703373,0.0,-1
1646105165,-6.294356165,2.248155359,2.664746448,-0.475102617,0.102854521,0.013056662,-10.8,-42.3,-26.7,676.1047836,195.7672708,671.0267367448113,-15.732114850890369,Burnout,-1,ACS_Active,2026.5605982001498,563.5605982001498,0.0,-1
1646105165,-5.815515833,0.672770667,-3.107673755,-0.604869849,0.133231244,0.010392037,5.4,-38.25,-21.9,687.6345758,195.9549504,681.2909457606058,-15.65746558443857,Burnout,-1,ACS_Active,2026.5605982001498,563.5605982001498,0.0,-1
1646105166,-5.738901379,0.466869324,0.469263525,-0.474036767,0.017320062,0.073810109,19.05,-33,-17.55,695.156241,194.5903116,694.903227564778,-15.551737580267147,Burnout,-1,ACS_Active,2026.5605982001498,563.5605982001498,0.0,-1
1646105166,-5.839457849,-0.967257471,-2.762908716,-0.53425729,0.131366007,-0.015721287,31.65,-25.5,-12,702.5989675,192.6385264,700.0002288976739,-15.59883462564522,Burnout,-1,ACS_Active,2023.625183947809,560.6251839478091,0.0,-1
1646105166,-4.927267017,-1.556231079,0.550666382,-0.444992356,0.04929556,0.040768761,40.05,-17.25,-3.75,712.1401867,191.5674613,707.5803452572892,-15.056575518032721,Burnout,-1,ACS_Active,2023.625183947809,560.6251839478091,0.0,-1
1646105166,-5.190629199,0.857124194,1.683123767,-0.548912726,0.065816235,0.136162332,44.85,-10.8,2.7,722.6114806,191.6694108,716.8839990726968,-15.013046969513386,Burnout,-1,ACS_Active,2023.625183947809,560.6251839478091,0.0,-1
1646105166,-4.951209033,4.094084839,7.565677246,-0.45618378,-0.012790199,0.12417152,47.55,-0.45,10.2,730.7630135,190.7808832,725.4635741309163,-14.84861033577477,Burnout,-1,ACS_Active,2031.5763944264813,568.5763944264813,0.0,-1
1646105166,-5.983109949,1.498770239,2.853888379,-0.391966321,0.165206743,0.085267996,44.1,7.2,15.9,737.5228821,188.5463456,732.9168733849007,-15.423572565903465,Burnout,-1,ACS_Active,2031.5763944264813,568.5763944264813,0.0,-1
1646105166,-5.123591553,4.486733911,6.538564734,-0.403157745,0.043699848,-0.002931087,35.25,18.6,24.15,747.3218443,187.8979972,741.819676390631,-15.111979649650255,Burnout,-1,ACS_Active,2031.5763944264813,568.5763944264813,0.0,-1
1646105166,-6.311115576,3.349488123,1.221042847,-0.390900471,0.031176111,0.060753447,25.5,23.1,27.3,755.1851852,186.6558479,750.0800207043173,-15.726892426110886,Burnout,-1,ACS_Active,2014.586449335145,551.5864493351451,0.0,-1
1646105166,-5.389347937,0.450109912,-0.581791003,-0.528661577,0.074875959,0.06315161,17.7,27.3,31.65,767.7100528,187.9099553,760.9759808399905,-15.392084536796267,Burnout,-1,ACS_Active,2014.586449335145,551.5864493351451,0.0,-1
1646105166,-5.485116003,5.434837769,4.577713574,-0.462045955,0.06954671,0.00959265,-5.25,32.25,34.05,775.2090688,187.1499653,769.7725130910537,-15.323387235160338,Burnout,-1,ACS_Active,2014.586449335145,551.5864493351451,0.0,-1
1646105166,-2.597708801,2.317587207,3.399766357,-0.581154688,0.04822971,-0.004529862,-14.85,32.25,35.25,781.9877013,185.2809198,777.3219145990993,-13.512631412152087,Burnout,-1,ACS_Active,2027.8617930028588,564.8617930028588,0.0,-1
1646105166,-5.398924744,-0.859518396,-4.031835596,-0.493222066,-0.017586524,0.050094948,-38.55,30.6,32.25,789.3779686,183.2663086,784.7729657441439,-14.552230895864758,Burnout,-1,ACS_Active,2027.8617930028588,564.8617930028588,0.0,-1
